lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
2660	MG/DL		MG/DL	MG/DL		mg/dl											MG/DL		MG/DL				MG/DL						dummy
2661	Middle	Mellan	Segundo	Segundo		Midden		Moyen	Moyen		中间		Средний				Μέσο		Meio	Médio		Mellan	Ortam						dummy
2662	Middle Name	Mellannamn	Segundo Nombre	Segundo Nombre		Intialen/tussenvoegsel		Deuxième Prénom	Deuxième Prénom	Mellom Navn	名和姓之间的名字		Отчество			Nama tengah	Μεσαίο όνομα		Nome do Meio	Nome do Meio		Mellannamn	Orta İsim			Secondo Nome			dummy
2663	Middle name	Mellannamn	Segundo nombre	Segundo nombre		Initialen/tussenvoegsel		Deuxième prénom	Deuxième prénom				Отчество				Μεσαίο όνομα		Nome do meio	Nome do meio		Mellannamn	Orta isim 			Secondo nome			dummy
2664	Midlevel Prescriber DEA					DEA voorschrijven niet gediplomeerd																							dummy
2665	Midlevel Prescriber First name					Voornaam voorschrijver niet gediplomeerd																							dummy
2666	Midlevel Prescriber Last name					Achternaam voorschrijver niet geidplomeerd																							dummy
2667	Midlevel Prescriber Prefix					Titulatuur niet gediplomeerd voorschrijver																							dummy
2668	Midlevel Prescriber UPIN					UPIN niet gediplomeerd voorschijver																							dummy
2669	Mien					Mien																	Mien						dummy
2670	Migrant or seasonal worker?	Migrerande eller säsongsarbetare?	Migrante o trabajador de temporada?	Migrante o trabajador de temporada?		Tijdelijke werkkracht?										Migran musiman atau pekerja?	Μετανάστης ή εποχιακά εργαζόμενος; 		Migrante ou trabalhador sazonal?	Migrantes ou sazonal?		Migrerande eller säsongsarbetare?	Göçer veya mevsimlik işçi mi?			Lavoratore migrante o stagionale?			dummy
2671	Migrant/Seasonal	Migrerande / Säsong	Migrantes / temporada	Migrantes / temporada		Tijdelijk verblijf										Migran / Musiman	Μετανάστης/ Εποχιακός		Migrante/Sazonal	Migrantes / Seasonal		Migrerande / Säsong	Göçer/Mevsimlik			Migrante/Stagionale			dummy
2672	Mil/CU.MM		Mil/CU.MM	Mil/CU.MM		Mil/CU.MM													Mil/CU.MM				Mil/mm3						dummy
2673	MimeType		Mime Tipo	Mime Tipo		Mimetype										Mimetype	MimeType		Mimique Tipo	MimeType			Mime Tipi			Tipo Mime			dummy
2674	min		min	min		min							мин				λεπτά		min	min			dak			min			dummy
2675	Min					Min																				Min			dummy
2676	Minimum Age					Minimum leeftijd							Минимальный Возраст									Minimum alder				Età minima			dummy
2677	Minor joint strain +/- synovitis		Menor tensión conjunta /-Sinovitis	Menor tensión conjunta /-Sinovitis		Distorsie +/- synovitis										Minor joint strain + / - synovitis	Ήπιο διάστρεμμα άρθρωσης +/- Θυλακίτις		pequenas articulações dolorosas+/- Sinovite	Menor tensão comum + / - sinovite			Hafif eklem burkulması +/- sinovit						dummy
2678	Minute					Minuut							Минута									Minut							dummy
2679	minutes	minuter	minutos	minutos	Minuten	minuten				minutter			минуты			menit	λεπτά 		minutos	minutos		minuter	dakika						dummy
2680	Minutes	Protokoll	Minutos	Minutos	Minuten	Minuten				Minutter			Минуты			Menit	λεπτά 		Minutos	Minutos		Protokoll	Dakika						dummy
2681	Misc		Misceláneas	Misceláneas		Diversen		Divers	Divers								Διάφορα		Outros	Misc			Çeşitli			Varie			dummy
2682	Misc Billing Options		Opciones de facturación varias	Opciones de facturación varias		Extra rekening opties		Autres Options de Facturation	Autres Options de Facturation								Διάφορες Eπιλογές χρέωσης		Opções de facturação	Opções de Pagamento Misc			Çeşitli Faturalama Seçenekleri			Opzioni di fatturazione varie			dummy
2683	Misc Billing Options for HCFA-1500		Opciones Variadas de facturación para HCFA-1500	Opciones Variadas de facturación para HCFA-1500		Extra rekening opties voor HCFA-1500		Autres Options de Facturation pour HCFA-1500	Autres Options de Facturation pour HCFA-1500								Διάφορες Eπιλογές χρέωσης HCFA-1500		Opções de facturação para HCFA-1500	Opções de Faturamento Misc para HCFA-1500			HCFA-1500 için Çeşitli Faturalama Seçenekleri						dummy
2684	Misc Billing Options HCFA		Opciones misceláneas HCFA de la facturación 	Opciones misceláneas HCFA de la facturación 		Extra rekening opties HCFA		Autres Options de Facturation HCFA	Autres Options de Facturation HCFA								Διάφορες Eπιλογές χρέωσης HCFA		Opções de Facturação para HCFA	Faturamento Misc Opções HCFA			Çeşitli Faturalama Seçenekleri HCFA						dummy
2685	Miscellaneous	Diverse	Misceláneo	Misceláneo		Diversen		Divers/Autres	Divers/Autres				Разное			Miscellaneous	Διάφορα		Diversos	Diversos		Diverse	Çeşitli			Miscellanea			dummy
2686	Missed	Missade	Faltado	Faltado	Verfehlt	Gemist		Manqué	Manqué	Bommet						Missed	Λείπει		Perdido	Missed		Missade	Eksik			Mancante			dummy
2687	missing					afwezig																Mangler				mancante			dummy
2688	Missing a required field		Falta campo requerido	Falta campo requerido		Verplicht veld ontbreekt		Manque d\'un champ requis	Manque d\'un champ requis								Λείπει ένα απαραίτητο πεδίο		Campo obrigatório em falta				Gerekli bir alan eksik			Manca un campo richiesto			dummy
2689	Missing Fee		Falta cuota	Falta cuota	Fehlende Gebühr	Bedrag ontbreekt		Frais Manquants	Frais Manquants								Αμοιβή λείπει		Taxa Perdida	Missing Fee			Ücret Eksik			Tariffa mancante			dummy
2690	Missing Mods Only		Solo modulos faltantes	Solo modulos faltantes		Alleen ontbrekende Mods																	Sadece Eksik Modlar						dummy
2691	Missing or Invalid					Afwezig of ongeldig		Manquant ou Invalide	Manquant ou Invalide								Λείπει ή είναι άκυρο		Em Falta ou Inválido				Eksik veya Geçersiz			Mancante o non valido			dummy
2692	Missing PID.		Falta el PID. 	Falta el PID. 	Fehlende PID	PID ontbreekt											Κωδικός ασθενούς λείπει 		PID Perdida	Missing PID.			Eksik PID			PID mancante			dummy
2693	Missing report date		Fecha de reporte falta	Fecha de reporte falta		Rapportdatum ontbreekt		Manque date de rapport 	Manque date de rapport 								Λείπει ημερομ. αναφοράς						Eksik rapor tarihi			Data resoconto mancante			dummy
2694	Missing slash after payer in source for code 		Raya vertical que falta después del pagador en la fuente para el código 	Raya vertical que falta después del pagador en la fuente para el código 		De slash na betaler in broncode wordt gemist										Hilang setelah slash pembayar dalam kode sumber untuk	Λείπει η κάθετος μετά τον πληρωτή στην πηγή για τον κώδικα		Golpe perdido depois de pagador em fonte para código	Missing barra depois ordenante na origem para o código			Kaynak kodda ödeyenden sonra eksik slash			Manca lo slash dopo il pagante nel sorgente per il codice			dummy
2695	Mixed	Blandat	Mixto	Mixto	Gemischt	Gemengd		Mixe	Mixe	Mikset						Dicampur	Μικτό		Misturado	Mixed		Blandat	Karışık			Misto			dummy
2696	ml	ml	ml	ml	ml	ml										ml	ml 		ml	ml		ml	ml			ml			dummy
2697	MM/DD/YYYY					mm/dd/yyyy		MM/JJ/AAAA	MM/JJ/AAAA								Μήνας/Ημέρα/Έτος		MM/DD/AAAA			MM/DD/ÅÅÅÅ	MM/DD/YYYY			MM/GG/AAAA			dummy
2698	mm/hg		mm/hg	mm/hg	mm/Hg	mmHg											mm/Hg		mm/hg	mm / Hg			mm/hg			mm/hg			dummy
2699	mmHg					mmHg																				mmHg			dummy
2700	MMR 1		MMR 1	MMR 1		MMR 1											MMR 1		MMR 1	VASPR 1			MMR 1						dummy
2701	MMR 2		MMR 2	MMR 2		MMR 2											MMR 2		MMR 2	MMR 2			MMR 2						dummy
2702	Mobile	Mobil	Móvil	Móvil	Mobil	Mobiel				Mobil						Mobile	Κινητό 		Telemóvel	Móvel		Mobil	Mobil			Cellulare			dummy
2703	Mobile Phone	Mobiltelefon	Teléfono Móvil	Teléfono Móvil	Mobiltelefon	Mobiele telefoon							Мобильный Телефон			Mobile Phone	Κινητό τηλέφ.		Telemóvel	Telefone Celular		Mobiltelefon	Cep Telefonu			Tel. Cellulare			dummy
2704	Mod		Mod	Mod		Mod										Mod	Τροποπ		Mod	Mod			Mod			Mod			dummy
2705	Modifier		Modificador	Modificador		Aanpassing		Modificateur	Modificateur							Pengubah	Τροποποιητής 		Modificador	Modifier			Değiştirici			Modificatore			dummy
2706	Modify Payments					Betalingen aanpassen		Modifier les Paiements	Modifier les Paiements								Τροποποίηση πληρωμών						Ödemeleri Değiştir			Modifica Pagamenti			dummy
2707	ModLength					Lengte van Mod											ΜήκοςΤροποποιητή						ModUzunluğu						dummy
2708	Mon	Mån	Lun	Lun	Mo	Ma		Lu.	Lu.	Man			Пн.			Senin	Δευτ.		Seg	Seg		Man	Pzt			Lun	सोम		dummy
2709	Mon thru Fri	Mån tills fredag	Lun a Vier	Lun a Vier	Mo bis Fr	Ma tm vrij		Lu. à Ve.	Lu. à Ve.	Man til Fre			Пн. по Пт.			Senin sampai Jumat	Δευτ. - Παρ		Seg a Sex	Seg à Sex		Mandag til fredag	Pzt - Cum 			Lun fino a Ven			dummy
2710	Mon, Wed &amp; Fri	Måndag, onsdag och fredag	Lunes, miércoles &amperio; viernes 	Lunes, miércoles &amperio; viernes 	Mo, Mi &amp; Fr	Ma, woe, vrij		Lu. Mer. &amp; Ve.	Lu. Mer. &amp; Ve.							Senin, Rabu & Jumat	Δευτ., Τετ & Παρ		Seg, Qua &amp; Sex	Seg, Qua e Sex		Mandag, onsdag og fredag	Pzt, Çar, Cum			Lun, Mer &amp; Ven			dummy
2711	Monday	Måndag	Lunes	Lunes	Montag	Maandag		Lundi	Lundi	Mandag			Понедельник			Senin	Δευτέρα 		Segunda	Segunda-feira		Mandag	Pazartesi			Lunedì	सोमवार		dummy
2712	month	månad	mes	mes	Monat	maand		mois	mois	måned			месяц			bulan	μήνας 		mês	mês		måned	ay			mese	माह		dummy
2713	Month	Månad	Mes	Mes	Monat	Maand		Mois	Mois	Måned			Месяц			Bulan	Μήνας 		Mês	Mês		Måned	Ay 			Mese	माह		dummy
2714	Month View	Månadsvy	Ver Mes	Ver Mes	Monatsansicht	Maandoverzicht		Vue du Mois	Vue du Mois	Månedlig Perspektiv						Lihat bulan	Προβολή Μηνός		Mês	Ver mês		Månadsvy	Ay Görünümü			Vista del Mese			dummy
2715	Month(s)	Månad (er)	Mes(es)	Mes(es)	Monat(e)	Maand(en)		Mois	Mois	Måned(er)						Bulan (s)	Μήνας (ες) 		Mes(es)	Mês (s)		Måned(er)	Ay(lar)			Mese(i)	माह		dummy
2716	Monthly Income	Månadsinkomst	Ingreso Mensual	Ingreso Mensual	Monatseinkommen	Maandelijks inkomen		Revenue Mensuel	Revenue Mensuel							Pendapatan Bulanan	Μηνιαίο εισόδημα 		Rendimento Mensal	Renda Mensal		Månadsinkomst	Aylık Gelir			Entrata mensile			dummy
2717	Months		Meses	Meses		Maanden		Mois	Mois								Μήνες		Meses			Måneder	Aylar			Mesi	माह		dummy
2718	More than 100 records found. Please narrow your search criteria.		Más de 100 registros encontrados. Por favor, reducir su criterio de búsqueda. 	Más de 100 registros encontrados. Por favor, reducir su criterio de búsqueda. 	Mehr als 100 Treffer, genauer suchen.	Meer dan 100 resultaten gevonden, specificeer uw zoekactie.							Более 100 записей найдено. Пожалуйста уточните ваш критерий поиска.				Βρέθηκαν πάνω από 100 καταχωρήσεις. Παρακαλώ περιορίστε τα κριτήρια αναζήτησης.		Mais de 100 registos. Por favor restrinja os critérios.	Mais de 100 registros encontrados. Restrinja a sua pesquisa.			100 kayıttan fazla bulundu. Lütfen arama kriterinizi daraltınız.			Trovati più di 100 record. Restringi i criteri di ricerca.			dummy
2719	More than 50 results, please make your search more specific.	Mer än 50 resultat, gör din sökning mer specifik.	Más de 50 resultados, por favor, hacer su búsqueda más específica.	Más de 50 resultados, por favor, hacer su búsqueda más específica.	Mehr als 50 Treffer, genauer suchen.	Meer dan 50 gevonden, specificeer de zoekactie.										Lebih dari 50 hasil, lakukan pencarian Anda lebih spesifik.	Πάνω από 50 αποτελέσματα, παρακαλώ εξειδικεύστε την αναζήτηση σας.		Mais de 50 resultados, por favor seja mais específico.	Mais de 50 resultados, por favor faça sua busca mais específica.		Mer än 50 resultat, gör din sökning mer specifik.	50 sonuçtan fazla var, lütfen aramanızı daha spesifik yapınız.			Trovati più di 50 risultati, rendi più specifica la ricerca.			dummy
2720	Most recent from					Meest recente van											Πλέον πρόσφατο από:		Mais recente desde				En son alınan			Più recenti dal			dummy
2721	Most recent vitals from:					Meest recente vitals van:											Πλέον πρόσφατα ζωτικά από:						Son vital bulguları alan:			Vitali più recenti il:			dummy
2722	Mother	Moder	Madre	Madre	Mutter	Moeder		Mère	Mère	Mor			Мать			Ibu	Μητέρα 		Mãe	Mãe		Moder	Anne			Madre			dummy
2723	Mother's Name					Naam van de moeder		Nom de la Mère	Nom de la Mère				Имя матери				Όνομα μητέρας		Nome da Mãe			Moders navn	Ana Adı			Nome della Madre			dummy
2724	Mouth		Boca 	Boca 	Mund	Mond		Bouche	Bouche								Στόμα		Boca	Boca		Mund	Ağız			Bocca			dummy
2725	Move	Flytta	Movimiento	Movimiento	Bewegen	Verplaats		Déplacer	Déplacer	Flytt						Pindah	Κίνηση 		Mover	Mover		Flyt	Taşı			Sposta			dummy
2726	Move Document to Category:		Mueva el documento a la categoría: 	Mueva el documento a la categoría: 	Dokumentenkategorie verschieben:	Verplaats document naar categorie:		Déplacer un document vers Catégorie:	Déplacer un document vers Catégorie:								Μετακίνηση Εγγράφου στην Κατηγορία:		Mover Documento para a Categoria:	Mover documento para a categoria:		Flyt dokument til kategori:	Belgeyi Şu Kategoriye Taşıyın:			Sposta Documento nella Categoria:			dummy
2727	Move Down		Mueve Abajo	Mueve Abajo	Herunterschieben	Naar beneden		Déplacer vers bas	Déplacer vers bas								Μετακίνηση κάτω 		Mover para Baixo	Mover para baixo		Flyt ned	Aşağı Taşı			Sposta giù			dummy
2728	Move to Patient	Flytta till patient	Trasladar al paciente	Trasladar al paciente	Zu Patienten verschieben	Ga naar patient		Déplacer vers le patient	Déplacer vers le patient	Flytt til Pasient						Pindah ke Pasien	Μετακίνηση σε Ασθενή		Mover para Utente	Mover-se para Paciente		Flyt til patient	Hastaya Taşı			Sposta al Paziente			dummy
2729	Move to...	Flytta till...	Mover hacia...	Mover hacia arriba	Hochschieben...	Ga naar..		Déplacer vers ...	Déplacer vers ...								Μετακίνηση σε ...		Mover para...	Mover para...		Flyt til...	Taşınacak yer:			Sposta nel...			dummy
2730	Move Up	flytta up	Mover Arriba	Mueve Arriba	Hochschieben	Naar boven		Déplacer vers haut	Déplacer vers haut								Μετακίνηση άνω		Mover para Cima	Mover para cima		Flyt op	Yukarı Taşı			Sposta su			dummy
2731	Mr.	Herr.	Sr. 	Sr. 	Hr.	Dhr.		M.	M.								Κος.		Sr.	Sr.		Hr.	Bay			Sig.			dummy
2732	Mrs.	Fru.	Sra.	Señora. 	Fr.	Mvr.		Mme.	Mme.								Κα.		Sra.	Sra.		Fru	Bayan			Sig.ra			dummy
2733	Ms.	Fröken	Srta.	Señorita	Fr.	Mej.		Mlle.	Mlle.								Δις.		Srta.	Srta.		Frøken	Bn.			Sig.na			dummy
2734	Multi Language Tool	Multi Language Tool	Herramienta multi idioma	Herramienta multi idioma	Mehrsprachen-Tool	Vertalingaanpassing eigen lokale OEMR versie		Outil multi langues	Outil multi langues				Мультиязычный инструмент			Multi Perangkat Bahasa	Πολυγλωσσικό εργαλείο		Ferramenta Multi-Idioma	Ferramenta Multi Linguagens		Multi Language Tool	Çoklu Dil Aracı			Strumento Multi Lingua			dummy
2735	Multiple areas	Flera områden	Múltiples áreas	Múltiples áreas	Viele Felder	Diverse plekken		Zones multiples	Zones multiples	Flere steder						Beberapa daerah	Πολλαπλές περιοχές 		Áreas múltiplas	Várias áreas		Flere områder	Pek çok bölgeler			Aree multiple			dummy
2736	Multiple Lots		Lotes Multiples	Lotes Multiples		Meedere partijen		Plusieurs lots	Plusieurs lots								Πολλαπλοί κωδικοί παρτίδας		Lotes múltiplos				Pek çok Kalemler			Lotti multipli			dummy
2737	Multiracial					Multi raciaal		Multiracial	Multiracial								Πολυεθνικό		Multiracial				Çok ırklı			Multirazziale			dummy
2738	Murmur:	Sorla:	Murmullos: 	Murmullos: 	Geräusch:	Geruis:		Murmur:	Murmur:							Dengut:	Φύσημα:		Murmúrio:	Murmur:		Sorla:	Üfürüm			Soffio:			dummy
2739	Musc Ache	Muskel värk	Dolor de Musc 	Dolor de Musc 	Muskelschmerz	Spierpijn		Douleurs musculaires	Douleurs musculaires								Μυαλγία		Dor Muscular	Musc Dor		Muskel värk	Kas Ağrısı			Dolore musc			dummy
2740	Musc Aches		Dolor muscular	Dolor muscular	Muskelschmerz	Spierpijnen		Douleurs musculaires	Douleurs musculaires								Μυαλγίες		Dores Musculares	Musc Dores			Kas Ağrıları			Dolori musc			dummy
2741	Musc Redness		Rojez de Musc 	Rojez de Musc 	Muskelrötung	Roodheid spieren		Rougeur musculaire	Rougeur musculaire								Μυϊκή ερυθρότητα		Vermelhidão Muscular	Vermelhidão Musc			Kas Kızarıklığı			Arrossamento musc			dummy
2742	Musc Stiffness		Tiesura de Musc 	Tiesura de Musc 	Muskelsteifheit	Stijfheid spieren		Raideur musculaire	Raideur musculaire								Μυϊκή δυσκαμψία		Rigidez Muscular	Musc Rigidez		Muskulær stivhed	Kas Sertliği			Rigidità musc			dummy
2743	Musc Swelling		Inflamación muscular	Inflamación muscular	Muskelschwellung	Spier zwelling		Enflure musculaire	Enflure musculaire								Μυϊκό οίδημα		Inchaço Muscular	Musc Inchaço			Kas Şişmesi			Gonfiore musc			dummy
2744	Musc Warm		Musc Caliente 	Musc Caliente 	Muskelwärme	Warme spieren		Chaleur musculaire	Chaleur musculaire								Μυϊκή θερμότης		Morno Musc	Warm Musc			Kas Isı artışı						dummy
2745	Muscle	Muskel	Músculo 	Músculo 	Muskel	Spieren		Muscle	Muscle								Μυς		Músculo	Músculo		Muskel	Kas			Muscolo			dummy
2746	Muscle injury	Muskel skada	Lesiones musculares	Lesiones musculares	Muskelverletzung	Spierkwetsuur		Lésion musculaire	Lésion musculaire	Muskel skade						Cedera otot	Κάκωση μυός		Lesão Muscular	Lesão muscular		Muskel skada	Kas yaralanması			Lesione muscolare			dummy
2747	Musculoskeletal	Muskuloskeletala	Musculoesquelético 	Musculoesquelético 	Muskuloskeletal	Musculoskelatair		Musculo-squelettiques	Musculo-squelettiques							Musculoskeletal	Μυοσκελετικό		Muscoesquelético	Musculosqueléticas		Muskuloskeletala	Kas iskelet			Muscoloscheletrico			dummy
2748	Must be empty if SMTP authentication is not used.					Moet leeg zij als SMTP verificatie niet gebruikt wordt											Πρέπει να είναι κενό αν δεν χρησιμοποιείται η πιστοποίηση SMTP						SMTP doğrulaması kullanılmıyor ise boş olmalıdır.			Deve essere vuoto se non si usa l\'autenticazione SMTP			dummy
2749	Mutually Defined	Ömsesidigt Definierad	Definido mutuamente 	Definido mutuamente 		Afgesproken in samenspraak				Gjensidig Definert						Saling Ditetapkan	Αμοιβαίως καθορισμένο 		Mutualmente Definido	Definido mutuamente		Ömsesidigt Definierad	Karşılıklı Tanımlanmış			Reciprocamente definito			dummy
2750	MVA		MVA	MVA		MVA										MVA	Αυτοκιν/κό ατύχημα		MVA	MVA			MVA						dummy
2751	N/A		No Interesa	No Interesa	Fehlt	N/A											ΜΗ ΔΙΑΘ.		N/D	N / A			Yok			N/D			dummy
2752	n/a		no interesa	no interesa	Fehlt	n/a											μή διαθ.		n/d	n / a			yok			n/d			dummy
2753	Name	Namn	Nombre	Nombre	Name	Naam				Navn			Имя			Nama	Όνομα		Nome	Nome		Navn	İsim			Nome	नाम		dummy
2754	Name (click for more)		Nombre (Selecciona por mas)	Nombre (Selecciona por mas)		Naam (klik voor meer)											Όνομα (κάντε κλικ για περισσότερα)		Nome (ver mais)			Navn (tryk for mere)	İsim (fazlası için tıklayınız)			Nome (clicca per ulteriori)			dummy
2755	Name 1	Namn 1	Nombre 1	Nombre 1	Name 1	Naam 1											Όνομα 1 		Nome 1	Nome 1		Navn 1	İsim 1			Nome 1			dummy
2756	Name 2	Namn 2	Nombre 2	Nombre 2	Name 2	Naam 2											Όνομα 2 		Nome 2	Nome 2		Navn 2	İsim 2			Nome 2			dummy
2757	Name and Title of Immunization Administrator	Namn på administratör	Nombre y título del administrador de la inmunización 	Nombre y título del administrador de la inmunización 	Name und Bezeichnung des Impfstoffherstellers	Vaccinatie gegeven door										Nama dan Judul imunisasi dari Administrator	Όνομα και τίτλος του Εμβολιαστού	Name and Title of Immunisation Administrator	Nome e Título de Administrador de Imunização	Gerenciamento de Vacinas		Namn på administratör	Aşı Yapanın İsim ve Unvanı						dummy
2758	Name of Events		Nombre de Eventos	Nombre de Eventos		Naam van Gebeurtenissen											Όνομα των Συμβάντων					Navn på begivenhed	Olayların İsmi			Nome dell\'Evento			dummy
2759	Name of insurance company	Namn på försäkringsbolag	Nombre de la compañía de seguros 	Nombre de la compañía de seguros 	Name der Versicherungsgesellschaft	Naam verzekeringsmaatschappij				Forsikrings Selskapets Navn						Nama perusahaan asuransi	Όνομα Ασφαλ. Εταιρείας 		Nome de companhia de seguros	Nome da seguradora		Namn på försäkringsbolag	Sigorta şirketinin ismi			Nome della Compagnia di assicurazione			dummy
2760	Name of Provider	Namn på Provider	Nombre del Proveedor	Nombre del Proveedor		Naam behandelaar										Nama Provider	Όνομα Παρόχου		Nome do Clínico	Nome da Operadora		Namn på Provider	Sağlayıcının İsmi			Nome del fornitore			dummy
2761	Name of the sender for patient reminders.					Naam van afzender voor patient reminders																				Nome del mittente del promemoria per il paziente			dummy
2762	Name Translation		Nombre de Traducción 	Nombre de Traducción 		Naam vertaling											Μετάφραση ονόματος 		Nomeie Tradução	Tradução Nome		Navngiv oversættelse	İsim Tercümesi			Traduzione del nome			dummy
2763	Name/Value		Nombre/Valor	Nombre/Valor		Naam/Waarde										Nama / Nilai	Όνομα/ Αξία 		Name/Value	Nome / Valor		Navn / Værdi	İsim/Değer			Nome/Valore			dummy
2764	Name:	Namn:	Nombre:	Nombre:	Name:	Naam:				Navn:						Nama:	Όνομα: 		Nome:	Nome:		Navn:	İsim:			Nome:			dummy
2765	NARES:	Narės:	NARES:	NARES:		NARES:										NARES:	ΡΩΘΩΝΕΣ:		NARES:	NARES:		Narės:	BURUN DELİKLERİ:						dummy
2766	NARES: Normal Right	Narės: Normal Rätt	NARES: Normal Derecho 	NARES: Normal Derecho 		NARES: Normaal Rechts										NARES: Normal Tepat	Ρώθωνες: Δεξιά κ.φ.		NARES: Direito normal	NARES: Normal Direito		Narės: Normal Rätt	BURUN DELİKLERİ: Sağ Normal						dummy
2767	Nasal mucosa pink, septum midline	Nasal mucosa rosa, septumets mittlinje	Mucosa nasal de color rosa, septo de línea media 	Mucosa nasal de color rosa, septo de línea media 		Neusslijmvliezen rose, septum op middenlijn										Nasal mucosa pink, septum midline	Ρινικός βλεννογόνος ροζ, Διάφραγμα στη μέση γραμμή 		Cor-de-rosa de mucosa nasal, midline de septum,	Mucosa nasal mediana-de-rosa, septo		Nasal mucosa rosa, septumets mittlinje	Nazal mukoza pembe, septum orta hatta						dummy
2768	Nation Notes					Landen notities																							dummy
2769	Nation Notes Configure					Configureer landen notities																							dummy
2770	Nationality	Nationalitet	Nacionalidad	Nacionalidad	Nationalität	Nationaliteit				Nasjonalitet						Kebangsaan	Εθνικότητα 		Nacionalidade	Nacionalidade		Nationalitet	Tabiiyet			Nazionalità			dummy
2771	NationNotes					Landen notities																							dummy
2772	Native Hawaiian or Other Pacific Islander					Van oorsprong Hawai of andere Pacific eilandbewoner																				Nativo delle Haway o altre isole del Pacifico			dummy
2773	Nausea		Náuseas 	Náuseas 	Erbrechen	Misselijkheid											Ναυτία		Náusea	Náuseas			Bulantı			Nausea			dummy
2774	Navigation	Navigering	Navegación	Navegación	Navigation	Navigatie										Navigasi	Πλοήγηση 		Navegação	Navegação		Navigering	Gezinme			Navigazione			dummy
2775	Navigation area includes encounter forms					Navigatie met encounter formulieren																				Larea navigazione include i moduli incontro			dummy
2776	Navigation area uses full height of frameset					Navigatie gebied gebruikt volledige hoogte van frameset																				Larea navigazione utilizza tutta l\'altezza del frame			dummy
2777	Navigation Area Visit Forms					Navigatie gebied bezoek formulieren																							dummy
2778	Navigation Area Width					Breedte van Navigatie kolom											Εύρος περιοχής πλοήγησης						Gezinme Alanı Genişliği			Ampiezza dell\'Area navigazione			dummy
2779	Navigation menu consists of pairs of radio buttons					Navigatie menu bestaat uit paren van Radio buttons											Μενού πλοήγησης αποτελείται από ζεύγη radio buttons						Gezinme menüsü radyo düğmeleri çiftlerinden ibarettir.			Il menu navigazione è costituito da coppie di pulsanti radio			dummy
2780	Navigation menu is a tree view					Navigatie menu is Tree format											To Μενού πλοήγησης είναι προβολή δέντρου						Gezinme menüsü ağaç görünümündedir.			Il menu navigazione è una vista ad albero			dummy
2781	Navigation uses a sliding menu					Navigatie gebruikt sliding menu											Η Πλοήγηση χρήσιμοποιεί μενού ολίσθησης						Gezinmede kayan bir menü kullanılmaktadır.			Navigazione usa un menu ad espansione			dummy
2782	NDC		NDC	NDC		Nat.Med.Code										NDC	Κωδικός φαρμάκου		NDC	NDC			NDC						dummy
2783	NDC Number		Número del NDC	Número del NDC		NDC nummer										NDC Pajak	Αριθμός κωδικού φαρμάκου		Número NDC	Número do NDC			NDC Numarası						dummy
2784	Neck	Nacke	Cuello	Cuello	Nacken	Nek				Nakke						Leher	Αυχένας		Pescoço	Pescoço		Nacke	Boyun			Collo			dummy
2785	Neck Problems	Nackproblem	Problemas de Cuello	Problemas de Cuello	Nackenprobleme	Nekproblemen				Nakke Problemer						Masalah leher	Προβλ. αυχένος		Problemas no pescoço	Problemas no pescoço		Nackproblem	Boyun sorunları			Problemi al collo			dummy
2786	Neck supple		Cuello flexible 	Cuello flexible 		Nek soepel										Lemas leher	Υποστήριξη αυχένος		Pescoço movel	Pescoço flexível			Boyun esnek						dummy
2787	Need to enter a description	Måste ange en beskrivning	Necesidad de introducir una descripción	Necesidad de introducir una descripción		Omschrijving moet ingevoerd worden										Harus memasukkan keterangan	Πρέπει να εισάγετε μια περιγραφή 		Precise entrar em uma descrição	Necessidade de introduzir uma descrição		Måste ange en beskrivning	Bir tanım girilmesi gerekiyor			Occorre inserire una descrizione			dummy
2788	Need to enter a Return Value	Ange ett returvärde	Necesidad de introducir un Valor de Retorno	Necesidad de introducir un Valor de Retorno		Waarde voor terugsturen moet nog ingevuld worden										Harus memasukkan Kembali Nilai	Πρέπει να εισάγετε μια Τιμή Επιστροφής		Precise entrar em um Valor de Retorno	Necessidade de introduzir um valor de retorno		Ange ett returvärde	Bir İade Değeri girilmesi gerekiyor			Occorre inserire un valore di ritorno			dummy
2789	Need to enter identifier	Ange identifieraren	Necesidad de entrar en el identificador 	Necesidad de entrar en el identificador 		Identificator moet nog ingevuld worden										Harus memasukkan identifier	Πρέπει να εισάγετε κωδ. αναγνώρισης		Precise entrar em identificador	Necessidade de introduzir identificador		Ange identifieraren	Tanımlayıcı girilmesi gerekiyor			Occorre inserire un identificatore			dummy
2790	Need to enter title	Ange titel	Necesidad de incorporar título 	Necesidad de incorporar título 		Titel moet nog ingevoerd worden										Harus memasukkan judul	Πρέπει να εισάγετε τίτλο		Precise entrar em título	Necessidade de introduzir o título		Ange titel	Başlık girilmesi gerekiyor			Occorre inserire un titolo			dummy
2791	Needs Auth		Requiere autorización	Requiere autorización		Authorisatie verplicht											Απαιτείται Εξουσιοδ.		Necessidades Auth	Necessidades Auth			Doğrulanması gerekiyor			Occorre inserire Aut			dummy
2792	Needs Justify		Requiere justificación	Requiere justificación		Behoort bij acoorderen											Απαιτείται Αιτιολόγηση		Necessidades Justificam	Necessidades Justify			Ayarlanması gerekiyor			Occorre inseire Motivazione			dummy
